ID,present,WC_alt,WC_bio1,WC_bio2,ER_climaticMoistureIndex,ER_topoWet,lon,lat
1,1,193,29.100000381469727,13.800000190734863,-0.7400000095367432,12.8100004196167,2.869756,13.154721
2,1,1104,18.799999237060547,16,-0.6200000047683716,12.899999618530273,28.508353,-24.834278
3,1,205,29.100000381469727,13.800000190734863,-0.75,12.869999885559082,2.964217,13.279259
4,1,250,28.899999618530273,14,-0.7599999904632568,13.010000228881836,2.600781,13.324962
5,1,239,29,14,-0.7699999809265137,12.59000015258789,2.680807,13.34817
6,1,217,29,13.800000190734863,-0.7300000190734863,12.670000076293945,2.926406,13.144902
7,1,1271,18.200000762939453,15.800000190734863,-0.6000000238418579,10.989999771118164,28.146939,-24.356516
8,1,217,29,13.800000190734863,-0.7300000190734863,12.670000076293945,2.921884,13.090836
9,1,240,28.899999618530273,13.899999618530273,-0.7400000095367432,12.880000114440918,2.681071,13.098077
10,1,793,19.600000381469727,12.199999809265137,-0.3700000047683716,8.9399995803833,31.182543,-25.506695
11,1,222,29,13.899999618530273,-0.7599999904632568,12.539999961853027,2.8289,13.347218
12,1,203,29.100000381469727,13.899999618530273,-0.7599999904632568,12.789999961853027,2.924573,13.370111
13,1,254,28.799999237060547,13.899999618530273,-0.7400000095367432,13.09000015258789,2.607046,13.122149
14,1,233,29,13.899999618530273,-0.75,12.6899995803833,2.779117,13.31661
15,1,227,29,13.899999618530273,-0.75,12.699999809265137,2.830949,13.234047
16,1,205,29.100000381469727,13.800000190734863,-0.75,12.869999885559082,2.963803,13.256466
17,1,224,22.100000381469727,13.300000190734863,-0.6100000143051147,12.260000228881836,31.908315,-25.020281
18,1,230,29.100000381469727,14.100000381469727,-0.7900000214576721,12.140000343322754,2.604061,13.578636
19,1,209,29.100000381469727,13.899999618530273,-0.7599999904632568,13.0600004196167,2.910307,13.34679
20,1,61,21.5,9.5,-0.23999999463558197,12.600000381469727,32.303457,-28.296984
21,1,49,21.299999237060547,9.5,-0.2199999988079071,12.5,32.386304,-28.234799
22,1,233,29,13.899999618530273,-0.75,12.6899995803833,2.820147,13.332522
23,1,1064,20.399999618530273,16.299999237060547,-0.7900000214576721,15.449999809265137,24.060097,-23.486756
24,1,194,29.100000381469727,13.800000190734863,-0.7400000095367432,13.15999984741211,2.877384,13.226208
25,1,227,29,13.899999618530273,-0.75,12.699999809265137,2.756008,13.194155
26,1,209,29.100000381469727,13.899999618530273,-0.7599999904632568,13.0600004196167,2.872749,13.359181
27,1,60,21.600000381469727,9.100000381469727,-0.20000000298023224,12.600000381469727,32.305981,-28.356866
28,1,194,29.100000381469727,13.800000190734863,-0.7400000095367432,13.15999984741211,2.867076,13.245319
29,1,46,21.399999618530273,9.800000190734863,-0.2800000011920929,12.180000305175781,32.27916,-28.20886
30,1,49,21.299999237060547,9.5,-0.2199999988079071,12.5,32.337671,-28.249335
31,1,318,22.5,13.899999618530273,-0.699999988079071,12.720000267028809,31.55726,-23.982409
32,1,1080,17.200000762939453,14.899999618530273,-0.5,10.84000015258789,29.883763,-28.834308
33,1,242,20.299999237060547,10.300000190734863,-0.33000001311302185,10.600000381469727,31.961905,-28.208719
34,1,139,21.100000381469727,10.600000381469727,-0.3400000035762787,10.8100004196167,31.841182,-28.385561
35,1,155,20.899999618530273,10.399999618530273,-0.3400000035762787,10.829999923706055,31.938658,-28.300428
36,1,262,20.200000762939453,10.5,-0.3400000035762787,10.3100004196167,31.869089,-28.219299
37,1,1360,18.299999237060547,14.899999618530273,-0.5699999928474426,10.229999542236328,27.005126,-25.212018
38,1,209,29.100000381469727,13.899999618530273,-0.7599999904632568,13.0600004196167,2.890463,13.351175
39,1,205,29.100000381469727,13.800000190734863,-0.75,12.869999885559082,2.965221,13.257731
40,1,202,29.200000762939453,13.899999618530273,-0.7799999713897705,12.930000305175781,2.994836,13.510519
41,1,250,28.899999618530273,14,-0.7599999904632568,13.010000228881836,2.617444,13.328065
42,1,419,27.700000762939453,15.600000381469727,-0.6000000238418579,14.649999618530273,19.844714,10.791769
43,1,233,29,13.899999618530273,-0.75,12.6899995803833,2.768634,13.269223
44,1,1388,20,12.199999809265137,-0.46000000834465027,10.180000305175781,30.844694,-0.590642
45,1,248,28.899999618530273,13.899999618530273,-0.75,12.880000114440918,2.749852,13.247622
46,1,206,22.399999618530273,12.300000190734863,-0.5799999833106995,11.65999984741211,31.939853,-26.168889
47,1,391,24.600000381469727,11.399999618530273,-0.47999998927116394,10.970000267028809,34.62917,-15.823426
48,1,210,22.399999618530273,13.600000381469727,-0.6200000047683716,12.5600004196167,31.914786,-25.257492
49,1,979,22.100000381469727,11.699999809265137,-0.5899999737739563,12.720000267028809,35.893878,-3.861799
50,1,420,27.799999237060547,15.600000381469727,-0.6100000143051147,14.8100004196167,19.882411,10.966427
